"date","ms"
"11/21/1398, 14:22:08",156
"11/21/1398, 14:22:08",182
"11/21/1398, 14:22:08",159
"11/21/1398, 14:22:08",184
"11/21/1398, 14:22:08",160
"11/21/1398, 14:22:08",153
"11/21/1398, 14:22:08",153
"11/21/1398, 14:22:08",155
"11/21/1398, 14:22:08",153
"11/21/1398, 14:22:08",166
"11/21/1398, 14:22:08",155
"11/21/1398, 14:22:08",167
"11/21/1398, 14:22:08",160
"11/21/1398, 14:22:08",279
"11/21/1398, 14:22:08",164
"11/21/1398, 14:22:08",164
"11/21/1398, 14:22:08",178
"11/21/1398, 14:22:08",183
"11/21/1398, 14:22:08",152
"11/21/1398, 14:22:08",160
"11/21/1398, 14:22:09",156
"11/21/1398, 14:22:09",182
"11/21/1398, 14:22:09",159
"11/21/1398, 14:22:09",184
"11/21/1398, 14:22:09",160
"11/21/1398, 14:22:09",153
"11/21/1398, 14:22:09",153
"11/21/1398, 14:22:09",155
"11/21/1398, 14:22:09",153
"11/21/1398, 14:22:09",166
"11/21/1398, 14:22:09",155
"11/21/1398, 14:22:09",167
"11/21/1398, 14:22:09",160
"11/21/1398, 14:22:09",279
"11/21/1398, 14:22:09",164
"11/21/1398, 14:22:09",164
"11/21/1398, 14:22:09",178
"11/21/1398, 14:22:09",183
"11/21/1398, 14:22:09",152
"11/21/1398, 14:22:09",160
"11/21/1398, 14:22:10",156
"11/21/1398, 14:22:10",182
"11/21/1398, 14:22:10",159
"11/21/1398, 14:22:10",184
"11/21/1398, 14:22:10",160
"11/21/1398, 14:22:10",153
"11/21/1398, 14:22:10",153
"11/21/1398, 14:22:10",155
"11/21/1398, 14:22:10",153
"11/21/1398, 14:22:10",166
"11/21/1398, 14:22:10",155
"11/21/1398, 14:22:10",167
"11/21/1398, 14:22:10",160
"11/21/1398, 14:22:10",279
"11/21/1398, 14:22:10",164
"11/21/1398, 14:22:10",164
"11/21/1398, 14:22:10",178
"11/21/1398, 14:22:10",183
"11/21/1398, 14:22:10",152
"11/21/1398, 14:22:10",160
"11/21/1398, 14:22:11",156
"11/21/1398, 14:22:11",182
"11/21/1398, 14:22:11",159
"11/21/1398, 14:22:11",184
"11/21/1398, 14:22:11",160
"11/21/1398, 14:22:11",153
"11/21/1398, 14:22:11",153
"11/21/1398, 14:22:11",155
"11/21/1398, 14:22:11",153
"11/21/1398, 14:22:11",166
"11/21/1398, 14:22:11",155
"11/21/1398, 14:22:11",167
"11/21/1398, 14:22:11",160
"11/21/1398, 14:22:11",279
"11/21/1398, 14:22:11",164
"11/21/1398, 14:22:11",164
"11/21/1398, 14:22:11",178
"11/21/1398, 14:22:11",183
"11/21/1398, 14:22:11",152
"11/21/1398, 14:22:11",160
"11/21/1398, 14:22:12",156
"11/21/1398, 14:22:12",182
"11/21/1398, 14:22:12",159
"11/21/1398, 14:22:12",184
"11/21/1398, 14:22:12",160
"11/21/1398, 14:22:12",153
"11/21/1398, 14:22:12",153
"11/21/1398, 14:22:12",155
"11/21/1398, 14:22:12",153
"11/21/1398, 14:22:12",166
"11/21/1398, 14:22:12",155
"11/21/1398, 14:22:12",167
"11/21/1398, 14:22:12",160
"11/21/1398, 14:22:12",279
"11/21/1398, 14:22:12",164
"11/21/1398, 14:22:12",164
"11/21/1398, 14:22:12",178
"11/21/1398, 14:22:12",183
"11/21/1398, 14:22:12",152
"11/21/1398, 14:22:12",160
"11/21/1398, 14:22:13",156
"11/21/1398, 14:22:13",182
"11/21/1398, 14:22:13",159
"11/21/1398, 14:22:13",184
"11/21/1398, 14:22:13",160
"11/21/1398, 14:22:13",153
"11/21/1398, 14:22:13",153
"11/21/1398, 14:22:13",155
"11/21/1398, 14:22:13",153
"11/21/1398, 14:22:13",166
"11/21/1398, 14:22:13",155
"11/21/1398, 14:22:13",167
"11/21/1398, 14:22:13",160
"11/21/1398, 14:22:13",279
"11/21/1398, 14:22:13",164
"11/21/1398, 14:22:13",164
"11/21/1398, 14:22:13",178
"11/21/1398, 14:22:13",183
"11/21/1398, 14:22:13",152
"11/21/1398, 14:22:13",160
"11/21/1398, 14:22:13",156
"11/21/1398, 14:22:13",182
"11/21/1398, 14:22:13",159
"11/21/1398, 14:22:13",184
"11/21/1398, 14:22:13",160
"11/21/1398, 14:22:13",153
"11/21/1398, 14:22:13",153
"11/21/1398, 14:22:13",155
"11/21/1398, 14:22:13",153
"11/21/1398, 14:22:13",166
"11/21/1398, 14:22:13",155
"11/21/1398, 14:22:13",167
"11/21/1398, 14:22:13",160
"11/21/1398, 14:22:13",279
"11/21/1398, 14:22:13",164
"11/21/1398, 14:22:13",164
"11/21/1398, 14:22:13",178
"11/21/1398, 14:22:13",183
"11/21/1398, 14:22:13",152
"11/21/1398, 14:22:13",160
"11/21/1398, 14:22:15",156
"11/21/1398, 14:22:15",182
"11/21/1398, 14:22:15",159
"11/21/1398, 14:22:15",184
"11/21/1398, 14:22:15",160
"11/21/1398, 14:22:15",153
"11/21/1398, 14:22:15",153
"11/21/1398, 14:22:15",155
"11/21/1398, 14:22:15",153
"11/21/1398, 14:22:15",166
"11/21/1398, 14:22:15",155
"11/21/1398, 14:22:15",167
"11/21/1398, 14:22:15",160
"11/21/1398, 14:22:15",279
"11/21/1398, 14:22:15",164
"11/21/1398, 14:22:15",164
"11/21/1398, 14:22:15",178
"11/21/1398, 14:22:15",183
"11/21/1398, 14:22:15",152
"11/21/1398, 14:22:15",160
"11/21/1398, 14:22:16",156
"11/21/1398, 14:22:16",182
"11/21/1398, 14:22:16",159
"11/21/1398, 14:22:16",184
"11/21/1398, 14:22:16",160
"11/21/1398, 14:22:16",153
"11/21/1398, 14:22:16",153
"11/21/1398, 14:22:16",155
"11/21/1398, 14:22:16",153
"11/21/1398, 14:22:16",166
"11/21/1398, 14:22:16",155
"11/21/1398, 14:22:16",167
"11/21/1398, 14:22:16",160
"11/21/1398, 14:22:16",279
"11/21/1398, 14:22:16",164
"11/21/1398, 14:22:16",164
"11/21/1398, 14:22:16",178
"11/21/1398, 14:22:16",183
"11/21/1398, 14:22:16",152
"11/21/1398, 14:22:16",160
"11/21/1398, 14:22:17",156
"11/21/1398, 14:22:17",182
"11/21/1398, 14:22:17",159
"11/21/1398, 14:22:17",184
"11/21/1398, 14:22:17",160
"11/21/1398, 14:22:17",153
"11/21/1398, 14:22:17",153
"11/21/1398, 14:22:17",155
"11/21/1398, 14:22:17",153
"11/21/1398, 14:22:17",166
"11/21/1398, 14:22:17",155
"11/21/1398, 14:22:17",167
"11/21/1398, 14:22:17",160
"11/21/1398, 14:22:17",279
"11/21/1398, 14:22:17",164
"11/21/1398, 14:22:17",164
"11/21/1398, 14:22:17",178
"11/21/1398, 14:22:17",183
"11/21/1398, 14:22:17",152
"11/21/1398, 14:22:17",160
"11/21/1398, 14:22:18",156
"11/21/1398, 14:22:18",182
"11/21/1398, 14:22:18",159
"11/21/1398, 14:22:18",184
"11/21/1398, 14:22:18",160
"11/21/1398, 14:22:18",153
"11/21/1398, 14:22:18",153
"11/21/1398, 14:22:18",155
